GEOID,State,EDCost,PMPM,ED,HO,PO,WhitePop,BlackPop,OtherPop,HealthyPop,ChronicPop,ComplexPop,Unemployment,Income,Poverty,Education,Urbanicity,Accessibility,Availability,RankingsPCP,RankingsFood,RankingsHousing,RankingsExercise,RankingsSocial,ProvDensity
22087030602,LA,155273.2869,4742,2604,73,1068,64.40460948,21.6709347,13.92445583,59.56969969,13.9847602,26.44554012,14.9,28826,21.6,15.6,Urban,7.639527669,0.15,14.41095232,7,16,59,6.2,0.9986
22087030601,LA,86826.28728,2652,1456,41,597,64.40460948,21.6709347,13.92445583,59.56969969,13.9847602,26.44554012,11.2,47500,27.9,7.6,Urban,7.790689,0.15,14.41095232,7,16,59,6.2,1.0018
22087030207,LA,150520.0233,4597,2525,71,1035,64.40460948,21.6709347,13.92445583,59.56969969,13.9847602,26.44554012,11.9,48790,13.7,24.8,Urban,9.008769044,0.15,14.41095232,7,16,59,6.2,1.0046
22087030204,LA,291104.9976,9243,5079,142,2433,40.08942045,52.43773197,7.472847582,57.63197127,14.36340998,28.00461874,14.5,39782,15.4,11.2,Urban,11.7675967,0.15,14.41095232,7,16,59,6.2,1.0184
22087030206,LA,59178.13555,1807,993,28,407,64.40460948,21.6709347,13.92445583,59.56969969,13.9847602,26.44554012,10.3,45921,15.9,4.7,Urban,9.405379,0.15,14.41095232,7,16,59,6.2,1.0063
22087030203,LA,157729.1398,4817,2646,74,1085,64.40460948,21.6709347,13.92445583,59.56969969,13.9847602,26.44554012,9.3,46068,5.5,9,Urban,7.816715614,0.15,14.41095232,7,16,59,6.2,1.0028
22087030800,LA,184585.0808,5637,3096,87,1270,64.40460948,21.6709347,13.92445583,59.56969969,13.9847602,26.44554012,8.1,41485,5.7,9,Urban,6.339501134,0.15,14.41095232,7,16,59,6.2,1.0024
22095071100,LA,324958.9616,6241,4455,136,1582,7.068484833,87.81422974,5.117285426,50.30809797,15.2944873,34.39741473,15.3,33134,17.5,6.6,Urban,13.1938679,0.669166189,37.98203673,6,19,62,6,0.9083
22095070600,LA,267594,4792,4067,81,1128,21.42897337,73.27331641,5.297710224,50.46831011,16.16741446,33.36427544,22,46188,19.9,12.3,Urban,11.77308717,0.699400822,37.98203673,6,19,62,6,0.7763
22093040100,LA,313729.1291,3982,3449,100,793,27.20181668,68.36257687,4.435606452,50.92661837,12.6402843,36.43309733,16.9,53031,16.4,16.3,Urban,11.9681498,0.931236144,50.63990424,7,12,40,8.7,0.6742
22051025300,LA,293448.4773,7053,4842,136,1734,26.13346446,59.57739773,14.28913781,51.33493346,14.28513055,34.37993599,5.3,39107,8.8,22.2,Urban,6.027765965,0.15,85.77832299,8,17,95,7.1,0.9905
22051025201,LA,147986.8635,4680,2724,86,1122,28.29401037,44.76802953,26.9379601,57.8143065,15.02297844,27.16271505,2.4,21983,47.8,6.1,Urban,6.863859468,0.15,85.77832299,8,17,95,7.1,0.9907
22051025600,LA,129762.9171,2794,1837,48,744,32.15146299,49.50086059,18.34767642,53.3632287,14.64872945,31.98804185,5.2,44783,22.1,31.6,Urban,5.328156629,0.15,85.77832299,8,17,95,7.1,0.9894
22051025500,LA,195797.093,4216,2772,73,1123,32.15146299,49.50086059,18.34767642,53.3632287,14.64872945,31.98804185,10.5,30762,32.6,7.3,Urban,5.812990174,0.15,85.77832299,8,17,95,7.1,0.9911
22051025700,LA,130092.2653,2801,1842,48,746,32.15146299,49.50086059,18.34767642,53.3632287,14.64872945,31.98804185,22.6,17917,41.5,9.2,Urban,5.645461852,0.15,85.77832299,8,17,95,7.1,0.9894
22051025900,LA,250139.4312,5386,3541,93,1435,32.15146299,49.50086059,18.34767642,53.3632287,14.64872945,31.98804185,4.7,26815,15.8,14.5,Urban,3.306788318,0.15,85.77832299,8,17,95,7.1,0.9889
22071000300,LA,147862.6056,3334,2552,61,719,8.171921579,81.69387001,10.13420841,52.14335249,14.36027515,33.49637236,22.4,24455,17.2,9.6,Urban,4.632112003,0.15,86.93297224,5,28,95,10,0.989
22051025400,LA,333034.5513,7556,4924,133,1958,28.6033043,52.64988539,18.74681032,53.86208293,14.58520502,31.55271205,6.3,39755,27.7,13.5,Urban,1.241144858,0.15,85.77832299,8,17,95,7.1,0.9923
22051026100,LA,323320.9187,8647,5490,160,2062,17.70002931,62.32664628,19.9733244,55.3950315,14.38999835,30.21497014,9.7,31599,27.2,13,Urban,5.494601024,0.15,85.77832299,8,17,95,7.1,0.9911
22051025800,LA,158251.477,3407,2241,59,908,32.15146299,49.50086059,18.34767642,53.3632287,14.64872945,31.98804185,10.6,39921,23.2,14.9,Urban,4.48579337,0.15,85.77832299,8,17,95,7.1,0.9888
22089062700,LA,291500.1756,4807,4253,125,1192,21.01908249,69.47122065,9.509696856,52.32820794,17.30182154,30.36997052,13.7,53085,19.2,10.7,Urban,11.55787876,0.751742068,28.47326361,7,16,49,8.7,1.1036
22051027804,LA,559171.2284,14778,10162,274,3742,16.52483883,62.55381447,20.9213467,53.44857591,14.04420074,32.50722335,2.6,86944,0.2,39.4,Urban,10.65613657,0.15,85.77832299,8,17,95,7.1,0.9996
22051021200,LA,288885.091,7740,5602,122,1665,20.4777093,63.67675951,15.84553118,45.17464828,19.59718388,35.22816784,10.7,25951,10.7,8.9,Urban,3.078907066,0.15,85.77832299,8,17,95,7.1,0.9892
22051020600,LA,319728.6969,7816,5222,141,1611,27.73722628,53.49756691,18.76520681,53.70611183,14.86779367,31.4260945,21.2,32270,28.4,3.3,Urban,4.256363473,0.15,85.77832299,8,17,95,7.1,0.9911
22051020506,LA,177725.0881,4932,2908,70,994,34.54232461,27.67068025,37.78699514,53.59667231,17.37587996,29.02744774,9.3,46913,14.9,18.5,Urban,2.390845813,0.15,85.77832299,8,17,95,7.1,0.9913
22051021000,LA,184634.539,4514,3016,81,930,27.73722628,53.49756691,18.76520681,53.70611183,14.86779367,31.4260945,14,37200,13.3,8,Urban,4.868429605,0.15,85.77832299,8,17,95,7.1,0.9876
22051023500,LA,217603.2321,5234,3493,88,1039,41.4218251,35.25157044,23.32660446,53.22229392,16.20314429,30.57456179,3.4,59025,2.3,22,Urban,2.87555832,0.15,85.77832299,8,17,95,7.1,0.9878
22051028100,LA,176904.8341,4325,2890,78,891,27.73722628,53.49756691,18.76520681,53.70611183,14.86779367,31.4260945,21.2,27708,26.4,5,Urban,6.949397246,0.15,85.77832299,8,17,95,7.1,0.9888
22051023700,LA,100838.358,2400,1600,38,464,46.49978104,28.48101273,25.01920624,53.04276319,16.698654,30.25858282,12.2,27240,17.1,7.7,Urban,5.265418364,0.15,85.77832299,8,17,95,7.1,0.9866
22051021100,LA,162675.1505,3977,2657,72,820,27.73722628,53.49756691,18.76520681,53.70611183,14.86779367,31.4260945,15.3,47500,17.3,11.9,Urban,3.816247595,0.15,85.77832299,8,17,95,7.1,0.9883
22051023800,LA,89541.06568,3041,1833,54,542,56.14101263,26.37029479,17.48869258,52.99944629,15.26391271,31.736641,4.3,35802,21,24.6,Urban,1.056134855,0.15,85.77832299,8,17,95,7.1,0.9864
22051020700,LA,111729.3693,2731,1825,49,563,27.73722628,53.49756691,18.76520681,53.70611183,14.86779367,31.4260945,9.4,31434,0,6.7,Urban,8.096591001,0.15,85.77832299,8,17,95,7.1,0.9897
22051020515,LA,134772.57,4527,2454,59,841,28.64810445,37.14577072,34.20612483,53.72354634,15.63367314,30.64278052,1.1,67500,6.5,15.5,Urban,0.174536,0.15,85.77832299,8,17,95,7.1,0.9939
22051021300,LA,106091.4143,2521,1676,39,483,48.0338483,26.08967513,25.87647657,52.99123446,16.88642528,30.12234026,1.7,64028,9.9,21.4,Urban,2.00828326,0.15,85.77832299,8,17,95,7.1,0.9893
22051020517,LA,212292.0585,5947,3476,83,1198,34.65229837,26.83953528,38.50816636,53.59814289,17.46195512,28.93990199,5.7,77546,0.9,41.3,Urban,3.327556101,0.15,85.77832299,8,17,95,7.1,1.0013
22051020516,LA,139337.7232,3903,2281,54,786,34.65229837,26.83953528,38.50816636,53.59814289,17.46195512,28.93990199,3.7,35808,25.1,11.4,Urban,3.198292667,0.15,85.77832299,8,17,95,7.1,0.9939
22051020513,LA,172445.176,4831,2823,67,973,34.65229837,26.83953528,38.50816636,53.59814289,17.46195512,28.93990199,6.5,52321,14.1,30.7,Urban,2.465608823,0.15,85.77832299,8,17,95,7.1,0.9944
22051020502,LA,247337.0966,6928,4049,97,1396,34.65229837,26.83953528,38.50816636,53.59814289,17.46195512,28.93990199,5.5,48069,6.4,11.7,Urban,2.413455662,0.15,85.77832299,8,17,95,7.1,0.9944
22051020508,LA,286678.5206,8030,4693,112,1618,34.65229837,26.83953528,38.50816636,53.59814289,17.46195512,28.93990199,5.8,64167,5.9,25.4,Urban,2.88694627,0.15,85.77832299,8,17,95,7.1,0.9984
22051020514,LA,111494.5854,3116,1824,43,627,34.83832628,26.82911085,38.33256287,53.58970576,17.45395421,28.95634003,3.4,117155,0,49.9,Urban,2.524434498,0.15,85.77832299,8,17,95,7.1,0.9942
22051020507,LA,157871.1583,4422,2585,62,891,34.65229837,26.83953528,38.50816636,53.59814289,17.46195512,28.93990199,5.4,46692,4.5,26.2,Urban,1.113380887,0.15,85.77832299,8,17,95,7.1,0.9932
22051020512,LA,118782.4617,3327,1945,46,670,34.65229837,26.83953528,38.50816636,53.59814289,17.46195512,28.93990199,11.3,45125,11.8,29.4,Urban,1.557673291,0.15,85.77832299,8,17,95,7.1,0.995
22051020511,LA,155849.3281,4366,2551,61,879,34.65229837,26.83953528,38.50816636,53.59814289,17.46195512,28.93990199,8.1,50809,11.9,37.2,Urban,1.770467983,0.15,85.77832299,8,17,95,7.1,0.9976
22051020505,LA,64698.53193,1812,1059,25,365,34.65229837,26.83953528,38.50816636,53.59814289,17.46195512,28.93990199,11.3,41789,10.2,7.7,Urban,1.096552328,0.15,85.77832299,8,17,95,7.1,0.9916
22051028000,LA,286482.2963,8362,4923,143,2074,33.29436011,50.60316816,16.10247173,54.27494858,15.39658731,30.32846412,1.6,60444,7.3,15.1,Urban,6.00126678,0.15,85.77832299,8,17,95,7.1,1.0029
22095070400,LA,214489.1493,4545,3768,96,994,28.06442806,61.998362,9.937209937,52.35931492,16.70744495,30.93324013,8.2,70952,6.2,27.1,Urban,7.843879841,0.674417162,37.98203673,6,19,62,6,1.0608
22095070500,LA,431783.8845,9986,8047,181,2123,24.74957777,67.97451918,7.275903046,49.38733592,16.21338012,34.39928395,10.3,58859,10.5,9.7,Urban,0.223385,0.569534072,37.98203673,6,19,62,6,1.0191
22095071000,LA,196926.4489,4173,3460,88,913,28.06442806,61.998362,9.937209937,52.35931492,16.70744495,30.93324013,5.2,36904,12.4,9.9,Urban,8.038798874,0.585711328,37.98203673,6,19,62,6,1.0976
22095070100,LA,135768.3933,2877,2385,61,629,28.06442806,61.998362,9.937209937,52.35931492,16.70744495,30.93324013,4.3,86281,1.1,26.3,Urban,12.21994001,0.632139636,37.98203673,6,19,62,6,1.1009
22095070300,LA,306413.0694,6493,5383,137,1420,28.06442806,61.998362,9.937209937,52.35931492,16.70744495,30.93324013,6,50505,11.7,20.3,Urban,4.953062518,0.625638313,37.98203673,6,19,62,6,1.0759
22089060100,LA,99023.7353,2098,1740,44,459,28.06442806,61.998362,9.937209937,52.35931492,16.70744495,30.93324013,2.9,70238,0,20.8,Urban,10.5471244,0.591284049,28.47326361,7,16,49,8.7,1.1139
22095070900,LA,149496.2293,3166,2626,67,692,28.03601889,62.04906058,9.914920529,52.35198168,16.70288492,30.94513339,12.3,27060,27.2,12.3,Urban,0.622198177,0.522633454,37.98203673,6,19,62,6,1.0658
22095070200,LA,321858.282,6820,5654,144,1492,28.06442806,61.998362,9.937209937,52.35931492,16.70744495,30.93324013,8.4,59113,6.2,17.8,Urban,13.36685984,0.48555342,37.98203673,6,19,62,6,1.0866
22089063100,LA,289560.2835,5101,4336,133,1092,47.51445087,40.80924855,11.67630058,47.06744868,18.47507331,34.45747801,5.3,86822,3.9,23.5,Urban,15.71012995,0.471610941,28.47326361,7,16,49,8.7,1.0357
22093040200,LA,541011.3635,5465,5614,161,929,18.43572048,74.64211617,6.922163354,42.64274913,19.77686572,37.58038515,10.8,57500,20.9,16.5,Urban,0.492466576,0.494754585,50.63990424,7,12,40,8.7,0.6754
22093040300,LA,155195.6695,2209,2004,45,470,47.86063036,44.8458578,7.293511841,46.7451886,17.22236186,36.03244955,0.7,68194,10.6,6.5,Urban,1.810462,0.568145076,50.63990424,7,12,40,8.7,0.6654
22051027806,LA,405044.3347,11830,6962,202,2936,32.92119019,50.94491355,16.13389626,54.30130088,15.38676738,30.31193174,5.2,52198,12.8,15.4,Urban,1.566489126,0.15,85.77832299,8,17,95,7.1,0.9931
22051027701,LA,299881.5832,8758,5155,150,2174,32.92119019,50.94491355,16.13389626,54.30130088,15.38676738,30.31193174,8.4,28351,27,2.1,Urban,1.661953462,0.15,85.77832299,8,17,95,7.1,0.9914
22051026900,LA,199240.388,5819,3425,99,1444,32.92119019,50.94491355,16.13389626,54.30130088,15.38676738,30.31193174,13,22583,31.7,5.3,Urban,4.875354585,0.15,85.77832299,8,17,95,7.1,0.9899
22051026700,LA,112163.8786,3276,1928,56,813,32.92119019,50.94491355,16.13389626,54.30130088,15.38676738,30.31193174,14,27586,11.1,9.3,Urban,0.032001,0.15,85.77832299,8,17,95,7.1,0.9904
22051026400,LA,107052.4696,3087,1837,53,762,30.59783051,52.68277377,16.71939572,54.4685192,15.23480814,30.29667266,4.4,56029,7.7,4.4,Urban,3.802720506,0.15,85.77832299,8,17,95,7.1,0.991
22051027000,LA,380832.1057,11123,6546,190,2761,32.92119019,50.94491355,16.13389626,54.30130088,15.38676738,30.31193174,4.7,40179,11.9,6.7,Urban,2.668582696,0.15,85.77832299,8,17,95,7.1,0.9893
22051026300,LA,166456.3036,4490,2831,83,1075,19.03856099,61.3290436,19.63239541,55.30047029,14.47877463,30.22075508,4,41875,4.6,16.5,Urban,7.648058587,0.15,85.77832299,8,17,95,7.1,0.9896
22051027809,LA,402127.199,11745,6912,201,2915,32.92119019,50.94491355,16.13389626,54.30130088,15.38676738,30.31193174,6.3,56432,9.2,9.4,Urban,3.741798605,0.15,85.77832299,8,17,95,7.1,0.9981
22051027703,LA,224911.1849,6569,3866,112,1630,32.92119019,50.94491355,16.13389626,54.30130088,15.38676738,30.31193174,10.6,36082,30.6,4.6,Urban,2.002260339,0.15,85.77832299,8,17,95,7.1,0.9945
22051027807,LA,470433.5819,13561,8071,234,3347,30.54680471,52.72094079,16.7322545,54.47219166,15.2314708,30.29633754,4,63684,2.1,19.6,Urban,1.637464386,0.15,85.77832299,8,17,95,7.1,0.9946
22051026500,LA,148628.0782,4341,2555,74,1077,32.92119019,50.94491355,16.13389626,54.30130088,15.38676738,30.31193174,3.8,21324,4.6,12.8,Urban,0.159532001,0.15,85.77832299,8,17,95,7.1,0.9906
22051026800,LA,179841.4343,5253,3091,90,1304,32.92119019,50.94491355,16.13389626,54.30130088,15.38676738,30.31193174,9.3,30683,26.9,8.9,Urban,1.27468731,0.15,85.77832299,8,17,95,7.1,0.99
22051026600,LA,406497.4441,8888,6163,133,2441,24.37536494,62.71035512,12.91427993,48.54905389,17.20118771,34.2497584,8.2,39257,5.6,8.2,Urban,4.235612162,0.15,85.77832299,8,17,95,7.1,0.9892
22087030208,LA,108330.4562,4053,2240,66,1032,64.09737968,23.63475446,12.26786586,52.33622126,15.46513525,32.19864349,7.2,55295,3.6,14.7,Urban,9.541155649,0.15,14.41095232,7,16,59,6.2,1.0125
22087030209,LA,137952.925,4910,2709,79,1263,59.51067833,29.14533864,11.34398304,53.31227721,15.2619574,31.4257654,18.1,41927,9.2,11.4,Urban,9.251556855,0.15,14.41095232,7,16,59,6.2,1.0103
22075050500,LA,57091.11105,2122,1064,32,566,22.82157676,64.93775934,12.2406639,51.5942029,16.52173913,31.88405797,10.6,43071,12.3,2.3,Rural,25,1,12.54128172,7,14,40,10,0.0729
22095070800,LA,178480.0327,3551,3072,69,710,22.41100324,72.08737864,5.501618123,50.9,15.8,33.3,26.9,30833,32.2,3.6,Urban,8.64252799,0.66557667,37.98203673,6,19,62,6,0.9992
22095070700,LA,381551.7748,7590,6567,148,1519,22.41100324,72.08737864,5.501618123,50.9,15.8,33.3,7.1,45938,9.2,16.1,Urban,7.804948506,0.661883963,37.98203673,6,19,62,6,0.9357
22087030104,LA,116129.1253,3273,1831,48,763,80.95238095,9.947089947,9.100529101,55.0872093,14.8255814,30.0872093,20.1,30762,22.3,7.1,Urban,20.51669382,0.679958327,14.41095232,7,16,59,6.2,1.0282
22087030105,LA,68531.80676,1931,1080,28,450,80.95238095,9.947089947,9.100529101,55.0872093,14.8255814,30.0872093,5.5,15114,0,10.3,Urban,24.93741297,0.843892101,14.41095232,7,16,59,6.2,0.8943
22093040500,LA,254721.9398,3389,3385,66,666,6.235088906,87.29599911,6.46891198,50.46406632,13.24963557,36.2862981,13.5,35250,18.9,6.1,Urban,17.84246564,0.741527279,50.63990424,7,12,40,8.7,0.699
22089062100,LA,318778.8899,5194,4287,102,1070,29.90142388,56.73603505,13.36254107,52.62368816,15.74212894,31.63418291,8.1,48262,19.5,17.3,Urban,9.864063904,0.15,28.47326361,7,16,49,8.7,0.9991
22089062200,LA,218634.0877,3655,2992,72,747,32.17395987,54.22943376,13.59660636,52.40415888,15.91285308,31.68298804,16.4,50057,21.6,8,Urban,6.736254817,0.15,28.47326361,7,16,49,8.7,1.0096
22089062301,LA,176420.5655,4334,3183,86,804,53.17805306,31.06197366,15.75997328,50.37514228,17.49078441,32.13407331,7.6,96558,2.3,35,Urban,3.344650723,0.188569116,28.47326361,7,16,49,8.7,1.0392
22051027602,LA,279749.2809,8135,5008,134,1904,35.92604399,49.96812241,14.1058336,53.66292135,14.8988764,31.43820225,24.6,28835,29.3,3,Urban,6.652230401,0.15,85.77832299,8,17,95,7.1,0.9874
22051027502,LA,210433.6258,6119,3767,101,1432,35.92604399,49.96812241,14.1058336,53.66292135,14.8988764,31.43820225,9.6,32484,20,7,Urban,8.28248723,0.15,85.77832299,8,17,95,7.1,0.9868
22051027601,LA,295290.9077,8587,5286,142,2010,35.92604399,49.96812241,14.1058336,53.66292135,14.8988764,31.43820225,8.6,50559,13.6,9,Urban,7.687982795,0.15,85.77832299,8,17,95,7.1,0.9875
22051027100,LA,244158.9569,7100,4371,117,1662,35.92604399,49.96812241,14.1058336,53.66292135,14.8988764,31.43820225,14.7,43345,15,6.3,Urban,4.379219507,0.15,85.77832299,8,17,95,7.1,0.9889
22051027501,LA,379060.2773,11023,6786,182,2580,35.92604399,49.96812241,14.1058336,53.66292135,14.8988764,31.43820225,10.9,51298,6.7,11.2,Urban,1.588644874,0.15,85.77832299,8,17,95,7.1,0.9864
22051028200,LA,312386.6976,9084,5592,150,2126,35.92604399,49.96812241,14.1058336,53.66292135,14.8988764,31.43820225,16.3,37453,16.7,5.4,Urban,4.528538,0.15,85.77832299,8,17,95,7.1,0.9862
22051027200,LA,557591.2517,13246,8732,233,3232,34.96977918,52.11954118,12.91067964,48.56547116,16.48539221,34.94913663,7.8,31634,19.7,4.8,Urban,5.037150909,0.15,85.77832299,8,17,95,7.1,0.9881
22071006000,LA,124508.3239,2994,2357,52,481,12.41538164,76.93666174,10.64795661,54.61666087,13.16685606,32.21648308,14.6,11615,66.1,42.2,Urban,0.307988252,0.15,86.93297224,5,28,95,10,0.9874
22071004900,LA,128838.0168,3114,2441,54,501,12.3916398,76.91218031,10.69617989,54.59238519,13.16765327,32.23996153,29.8,19321,35.7,12.9,Urban,0.669360729,0.15,86.93297224,5,28,95,10,0.988
22071004800,LA,98647.14307,1940,1824,33,303,13.25431034,77.80172414,8.943965517,55.47445255,13.13868613,31.38686131,42.8,8807,65.3,0,Urban,0.342899,0.15,86.93297224,5,28,95,10,0.9883
22071013400,LA,456346.0587,12127,8898,209,2130,8.967554977,81.7770537,9.255391327,44.75892204,13.96414906,41.27692891,3.3,40614,17.7,60,Urban,3.769492423,0.15,86.93297224,5,28,95,10,0.9873
22071003900,LA,77510.83847,2262,1550,37,300,17.57999834,70.35222284,12.06777882,52.07209932,14.15907237,33.76882831,4.3,26214,42.2,35.8,Urban,1.215355775,0.15,86.93297224,5,28,95,10,0.9895
22071008500,LA,170004.0856,4017,3384,71,740,4.674329502,86.55172414,8.77394636,47.86680541,13.37148803,38.76170656,28.6,16662,47.6,2,Urban,1.488961043,0.15,86.93297224,5,28,95,10,0.9867
22071009200,LA,140870.2012,3316,2702,60,592,9.396275643,80.23710978,10.36661458,48.64517451,13.74090452,37.61392097,22.1,14850,35,0.3,Urban,2.051141052,0.15,86.93297224,5,28,95,10,0.9866
22071013900,LA,150103.1782,3619,2791,64,626,16.2176233,72.11827128,11.66410543,50.73685285,12.9070703,36.35607685,8.9,27500,20.7,38.9,Urban,2.993533,0.15,86.93297224,5,28,95,10,0.9871
22071009100,LA,163552.6655,3859,2948,72,653,14.89794236,73.19303784,11.9090198,49.85407492,13.74434928,36.4015758,18.4,41123,25.7,35.1,Urban,1.995170243,0.15,86.93297224,5,28,95,10,0.9868
22071014000,LA,278388.0839,6579,5542,116,1211,4.679919988,86.54550404,8.774575969,47.87350564,13.37147575,38.75501861,28.9,9938,54.4,4.5,Urban,3.262865369,0.15,86.93297224,5,28,95,10,0.9869
22071008600,LA,117052.5008,2926,2322,50,532,6.800966156,84.18558269,9.01345115,50.41559142,13.36681422,36.21759436,0,16701,48.9,11.9,Urban,0.959163,0.15,86.93297224,5,28,95,10,0.9866
22071008400,LA,149806.7478,3579,2877,63,637,12.51503653,76.74789541,10.73706806,49.81626642,13.05603532,37.12769827,3.7,20673,20.2,24,Urban,2.413368855,0.15,86.93297224,5,28,95,10,0.9869
22071014300,LA,142632.5624,3352,2692,61,590,10.81962295,78.33539037,10.84498668,48.88766575,13.85164656,37.2606877,26,17559,25.2,3.3,Urban,0.714586,0.15,86.93297224,5,28,95,10,0.9866
22071000604,LA,538194.4861,12450,9282,205,2586,5.649717479,84.19246588,10.15781664,51.850273,14.66441672,33.48531027,10,36799,14.3,11.5,Urban,4.675940873,0.15,86.93297224,5,28,95,10,0.9916
22071000601,LA,79702.22167,1798,1378,33,387,7.795100223,82.19976015,10.00513963,52.12418301,14.3557423,33.5200747,20.1,18854,61.9,19.8,Urban,4.14708029,0.15,86.93297224,5,28,95,10,0.9896
22071000605,LA,242236.3359,5466,4190,101,1175,7.795100223,82.19976015,10.00513963,52.12418301,14.3557423,33.5200747,19.4,38220,21.1,11.4,Urban,3.975738378,0.15,86.93297224,5,28,95,10,0.9915
22071000603,LA,161490.8914,3644,2793,67,783,7.795100223,82.19976015,10.00513963,52.12418301,14.3557423,33.5200747,19.9,36042,10.6,1.9,Urban,6.34057235,0.15,86.93297224,5,28,95,10,0.9912
22071000613,LA,488854.2094,11030,8455,203,2372,7.795100223,82.19976015,10.00513963,52.12418301,14.3557423,33.5200747,14.8,21850,38.1,14.7,Urban,5.042472685,0.15,86.93297224,5,28,95,10,0.9916
22071000200,LA,161699.5355,3648,2797,67,784,7.795100223,82.19976015,10.00513963,52.12418301,14.3557423,33.5200747,12.2,35347,5.2,19.2,Urban,3.18599211,0.15,86.93297224,5,28,95,10,0.9892
22071000606,LA,246182.001,5963,4095,115,1143,13.8738371,71.92152842,14.20463448,53.0673917,14.97485141,31.95775689,7.5,55524,11.9,31.9,Urban,6.075943534,0.15,86.93297224,5,28,95,10,0.993
22071000400,LA,234725.1324,5296,4060,98,1139,7.795100223,82.19976015,10.00513963,52.12418301,14.3557423,33.5200747,8,32554,20,16.1,Urban,3.73635717,0.15,86.93297224,5,28,95,10,0.99
22071000100,LA,314635.9981,7099,5442,131,1526,7.795100223,82.19976015,10.00513963,52.12418301,14.3557423,33.5200747,3.1,69615,3.5,56.1,Urban,3.292137276,0.15,86.93297224,5,28,95,10,0.9896
